ITEM CODE,PARTICULARS,SIZE,Weight
CKBRB852,WALL BRACKET HOOK DESIGN,6.5", 0.38 
CKBRB853,WALL BRACKET SPL FLOWER PATTERN,6", 0.65 
CKBRB854,WALL BRACKET SPL FLOWER PATTERN,6", 0.65 
CKBRB855,SWAN WALL BRACKET,9", 0.72 
CKBRB856,SWAN WALL BRACKET,9", 0.72 
CKBRB857,WALL BRACKET SPL ,6.5", 0.59 
CKBRB861,WALL FLOWER DESIGN BRACKET,7", 0.58 
CKBRB862,WALL FLOWER DESIGN BRACKET,7", 0.58 
CKBRB863,WALL BIRD DESIGN BRACKET,8", 0.7 
CKBRB864,WALL BIRD DESIGN BRACKET,8", 0.7 
CKBRB865,ELEPHANT CHOWKI (BROWN),4", 1.35 
CKBRB866,ELEPHANT CHOWKI ,4", 1.23 
CKBRB867,ROUND CHOWKI,3", 1.46 
CKBRB868,ANNAM KUTTUVILLAKU 5+5 FACE (BROWN),20", 5.03 
CKBRB874,ELEPHANT LAMP SUPERFINE,6", 0.4 
CKBRB875,ELEPHANT LAMP SUPERFINE,6", 0.4 
CKBRB876,LAKSHMI FRAME SUPERFINE,9.5"x8", 0.37 
CKBRB878,LAKSHMI SITTING COPPER SPL,4", 0.44 
CKBRB884,YOGA NARSIMAR COPPER SPL,4.5", 0.66 
CKBRB888,SUITCASE GANESH,4", 0.52 
CKBRB889,SUITCASE GANESH (BROWN),4", 0.52 
CKBRB891,HANUMAN SITTING SMALL,2.5", 0.17 
CKBRB896,COW ALL GOD (BROWN),5", 1.88 
CKBRB897,COW ALL GOD ,5", 1.92 
CKBRB898,RISHABADEVAR (COFFEE),22.5", 8.5 
CKBRB899,VARAGIAMMAN LAMP FINE,6.5", 1.26 
CKBRB900,PAVAIVILLAKU ,9", 1.67 
CKBRB901,PAVAIVILLAKU ,9", 1.67 
CKBRB904,PARROT LAMP BROWN,7.5", 0.43 
CKBRB905,PARROT LAMP BROWN,7.5", 0.43 
CKBRB906,NATARAJA (RED),6", 0.36 
CKBRB907,NATARAJA ,6", 0.36 
CKBRB908,NATARAJA CKBR10SS FINE,5.5", 0.29 
CKBRB909,NATARAJA CKBR10SS FINE,5.5", 0.29 
CKBRB910,NATARAJA CKBR10SS FINE ,5.5", 0.29 
CKBRB911,NATARAJA (RED),5", 0.2 
CKBRB913,HORSE ,4.5", 0.43 
CKBRB915,ASHOK STAMBA,3", 0.2 
CKBRB917,MATSYA AVATARAM,4", 0.22 
CKBRB918,KURMA AVATARAM,4.5", 0.27 
CKBRB919,VARAHA AVATARAM,4.5", 0.24 
CKBRB920,NARASHIMA AVATARAM,4.5", 0.25 
CKBRB921,VAMANA AVATARAM,5", 0.26 
CKBRB922,PARASHURAMA AVATARAM,4", 0.22 
CKBRB923,RAMA AVATARAM,4", 0.21 
CKBRB924,RAMA AVATARAM,4", 0.21 
CKBRB925,BALARAMA AVATARAM,4", 0.21 
CKBRB926,KRISHNA AVATARAM,4", 0.25 
CKBRB929,VARAHA AVATARAM,9", 1.6 
CKBRB930,NARASHIMA AVATARAM,9", 1.5 
CKBRB932,PARASHURAMA AVATARAM,9.5", 1.4 
CKBRB934,BALARAMA AVATARAM,9.5", 1.44 
CKBRB935,KRISHNA AVATARAM,9.5", 1.4 
CKBRB936,KALKI AVATARAM,9.5", 1.6 
CKBRB938,GANESH LAMP,8.5", 2.12 
CKBRB939,PUPPY GANESH (GREEN),2.5", 0.33 
CKBRB940,PUPPY GANESH ,2.5", 0.28 
CKBRB941,ANNAPOORANI SMALL,3", 0.21 
CKBRB943,KRISHNAN FLUTE,12.5", 2.65 
CKBRB944,TIRUPATHI BALAJI FINE,22", 14.47 
CKBRB945,GANESH BELL (BROWN),6.5", 0.35 
CKBRB947,GANESH LOCK ,3.5", 0.22 
CKBRB948,FISH LOCK,7", 0.49 
CKBRB954,LADY OPENER,6.5", 0.13 
CKBRB955,KEY OPENER,5.5", 0.13 
CKBRB957,ANCIENT MAN DOOR HANDLE (GREEN),5", 0.3 
CKBRB958,ANCIENT MAN DOOR HANDLE (GREEN),5", 0.3 
CKBRB959,DOLPHIN HANDLE,12", 0.54 
CKBRB960,ANCIENT LADY DOOR HANDLE,9", 0.33 
CKBRB961,TRIBAL ELEPHANT DOOR HANDLE (GREEN),7", 0.4 
CKBRB962,ELEPHANT DOOR HANDLE (PURPLE),7", 0.41 
CKBRB963,TRIBAL ELEPHANT DOOR HANDLE ,7.5", 0.7 
CKBRB965,DOOR KNOCK,6", 0.15 
CKBRB966,UNJAL GANESH (BROWN),9", 1.85 
CKBRB968,FANCY GANESH (STONE FINISH),4.5", 0.48 
CKBRB971,RANGANATHAR,2.5", 0.63 
CKBRB972,NANDHI,2.5", 0.29 
CKBRB973,NATARAJA ,4", 0.11 
CKBRB974,NATARAJA,5", 0.22 
CKBRB976,KALINGA KRISHNA (BROWN),13", 2.42 
CKBRB977,KRISHNA WITH COW (BROWN),9.5", 3 
CKBRB978,TIRUPATHI BALAJI SPL FINE,22", 14.68 
CKBRB979,PADMAVATHI THAIYAR SPL FINE,18", 13 
CKBRB980,GANESHA COPPER SPL,2.5", 0.2 
CKBRB982,COW WITH CALF COPPER SPL,1.5", 0.14 
CKBRB987,KUBER COPPER SPL,2", 0.1 
CKBRB989,LAKSHMI NARASIMAR COPPER SPL,2", 0.1 
CKBRB996,GANESHA COPPER SPL,2.5", 0.13 
CKBRB999,RUKMANI VITTAL COPPER SPL,3", 0.2 
CKBRC001,DANCING NATARAJA GANESH,5.5", 0.78 
CKBRC002,RAJARAJAESHWARI FINE,5", 0.87 
CKBRC003,TIRUPATHI BALAJI FINE,11", 2.67 
CKBRC004,SANGU CHAKARAM NAMMA LAMP,6.5", 1.9 
CKBRC009,LADY READING BOOK (GREEN),8.5", 11.56 
CKBRC011,PARVATHI BUST (COFFEE),11.5", 4.92 
CKBRC012,GAJA SAMHARA MOORTHY SPL (S.F),10", 3.87 
CKBRC013,GAJA SAMHARA MOORTHY SPL (GREEN),10", 3.92 
CKBRC015,COW WITH CALF (24CT GOLD PLATING),4.5", 1.48 
CKBRC021,AARTHANARESWAR (GREEN),16.5", 5.1 
CKBRC025,GANESH BLESSING,5", 0.9 
CKBRC026,PATANJALI (RED),5", 0.66 
CKBRC027,BUDDHA ,6.5", 1.01 
CKBRC028,DASAVATARAM SET OF 10 PCS,6", 4.25 
CKBRC033,BALAJI LAKSHMI LAMP SUPERFINE,5", 0.22 
CKBRC039,MURUGAN SUPERFINE,6", 0.31 
CKBRC042,NANDHI SUPERFINE,4", 0.43 
CKBRC043,DURGA MAA STANDING SUPERFINE,5", 0.31 
CKBRC044,DURGA MAA SITTING SUPERFINE,4.5", 0.29 
CKBRC046,KUBER SUPERFINE,4", 0.2 
CKBRC047,VARAGI AMMAN SUPERFINE,4", 0.24 
CKBRC053,TRAY CKML07BR,12", 0.46 
CKBRC054,TRAY CKML05BR,10", 0.27 
CKBRC055,DABARA SET ENGRAVING SPL CKML03BR,3", 0.13 
CKBRC056,DABARA SET ENGRAVING SPL CKML03BR,3", 0.13 
CKBRC057,DABARA SET MATTE FINSIH SPL CKML03BR,3", 0.14 
CKBRC058,DABARA SET MATTE FINSIH SPL CKML03BR,3", 0.14 
CKBRC059,GLASS CKML03BR SPL,4.5", 0.25 
CKBRC060,GLASS CKML03BR SPL,4.5", 0.25 
CKBRC061,GANESH BLESSING SPL (S.W),7", 2.25 
CKBRC062,NATARAJA ,25", 13.62 
CKBRC063,BOY READING (BROWN & BLUE),13", 8.62 
CKBRC064,NATARAJA (BROWN),21.5", 11.17 
CKBRC065,GIRAFEE (GREEN),22", 4.62 
CKBRC066,NATARAJA ,15", 5.08 
CKBRC067,NATARAJA (GRAY & GOLD),15", 5.14 
CKBRC068,GAJALAKSHMI STANDING SPL,15", 6.32 
CKBRC069,POT LADY SPL (S.W),26", 14.13 
CKBRC071,MURUGAN WITH ARCH,22", 13.68 
CKBRC072,GANESH BLESSING OVAL BASE,8.5", 2.68 
CKBRC073,DANCING GANESH (GRAY & GOLD),9.5", 3.2 
CKBRC074,GANESH BLESSING OVAL BASE (BROWN),8.5", 2.67 
CKBRC075,BLESSING GANESH (GREEN),8.5", 3.5 
CKBRC076,BLESSING GANESH (BROWN & GOLD),7", 2.04 
CKBRC078,COW WITH CALF WITH KRISHNA ,16", 22.53 
CKBRC080,NATARAJA OVAL ARCH SPL,17", 6.6 
CKBRC081,COW WITH CALF (BROWN),8.5", 4.75 
CKBRC083,COW WITH CALF,7", 3.05 
CKBRC084,COW WITH CALF (GREEN),5", 1.51 
CKBRC085,LAKSHMI VARAGAR SPL,9.5", 3.85 
CKBRC086,LAKSHMI VARAGAR SPL (BROWN),9.5", 3.87 
CKBRC087,GANESH (BROWN & GOLD),6", 1.48 
CKBRC088,COW WITH CALF (BROWN & GOLD),4", 0.97 
CKBRC090,RADHA KRISHNA (BROWN),14", 9 
CKBRC091,FANCY 3D GANESH (BROWN & GOLD),9", 2.11 
CKBRC092,RADHA KRISHNA TREE (GREEN),10", 1.95 
CKBRC098,SHIVA MEDITATING (COFFEE),8.5", 3.02 
CKBRC099,HOLLOW GANESH 3D ,6", 0.95 
CKBRC100,PARVATHI (GREEN),19.5", 7.94 
CKBRC101,FANCY GANESH WITH FLUTE (CHOCOLATE STONE),11", 7.7 
CKBRC102,COW KRISHNA (BROWN),12", 5.21 
CKBRC104,AARTHANARESWAR SPL (CHOCOLATE),11", 2.31 
CKBRC105,AARTHANARESWAR SPL (BROWN),11", 2.31 
CKBRC106,AADI ANTHA PRABU SPL (BROWN & GOLD STONE),12.5", 7.01 
CKBRC107,KALINGA KRISHNA (BROWN),18.5", 5.62 
CKBRC108,SITAR GANESH (COFFEE),9.5", 4.34 
CKBRC109,NATARAJA (GRAY & GOLD),13", 3.38 
CKBRC110,3D GANESH (GOLD STONE),12", 3.9 
CKBRC111,GANESHA (BLACK & GOLD) SPL,9.5", 4.19 
CKBRC112,PANTANJALI (BLACK & GOLD) SPL,10.5", 3.03 
CKBRC113,DUCK (GREEN STONE),9.5", 2.29 
CKBRC114,AEROBATIC LADY (STONE FINISH),11", 2 
CKBRC117,PAVAIVILLAKU (BROWN),9", 1.58 
CKBRC118,PAVAIVILLAKU (BROWN),9", 1.58 
CKBRC119,PARVATHI ,11.5", 2.26 
CKBRC120,BUDDHA (GREEN STONE),8", 1.62 
CKBRC121,SHIVA NANDHI UNDER TREE (GREEN),7", 0.96 
CKBRC122,COW WITH CALF (BROWN & GOLD),7", 3.03 
CKBRC124,JHULA ,8", 3.24 
CKBRC125,NATARAJA (GRAY & GOLD) CKBR15SS,9", 1.32 
CKBRC127,AEROBATIC LADY (STONE FINISH),11.5", 2.85 
CKBRC129,AARTHANARESWAR SPL (GREEN),11", 2.32 
CKBRC130,TEMPLE (CHOCOLATE) CKBR75SS,9.5", 3.84 
CKBRC132,MAN WITH BULL - BULL FIGHTING (BROWN),6", 4.8 
CKBRC133,GANESH BLESSING ,7", 2.1 
CKBRC134,GANESHA BLESSING,7", 2.91 
CKBRC137,GANESHA BLESSING (BROWN & GOLD),4", 0.95 
CKBRC138,HORSE (BROWN & GOLD STONE),8", 1.72 
CKBRC139,BUTTER KRISHNA (GREEN),6.5", 1.63 
CKBRC140,PAVAIVILLAKU,9", 1.61 
CKBRC141,PAVAIVILLAKU,9", 1.61 
CKBRC142,TREE,11", 1.8 
CKBRC143,TREE,10", 1.4 
CKBRC144,TREE (BROWN),10", 1.4 
CKBRC145,BALAJI FACE WALL HANGING (GOLD STONE),11.5", 2.18 
CKBRC149,AARTHANARESWAR SPL (GREEN STONE) CKBR900SS,6", 0.38 
CKBRC150,AARTHANARESWAR SPL (GREEN & GOLD STONE) CKBR900SS,6", 0.38 
CKBRC151,LOTUS URLI SPL,4.5", 1.97 
CKBRC153,BELL URLI (BROWN),7", 1.35 
CKBRC155,GANESH BLESSING ON STAND (BROWN),7.5", 2.56 
CKBRC156,GANESH ON BASE (BROWN),7", 2.33 
CKBRC157,NATARAJA (GOLD STONE),8.5", 1.19 
CKBRC159,3D HOLLOW GANESH (GOLD STONE),6", 0.95 
CKBRC160,COW WITH CALF,5", 1.56 
CKBRC162,ELEPHANTH FAMILY (GOLD STONE),4", 1.37 
CKBRC163,MODERN ART LADY BENDING (STONE FINISH),5.5", 1.05 
CKBRC164,DUCK (GOLD STONE),8", 1.26 
CKBRC165,DUCK (GOLD STONE),7", 1.06 
CKBRC167,CUTE GANESH MIRUDHANGAM,5", 0.95 
CKBRC169,CUTE GANESH MIRUDHANGAM (BROWN),5", 0.95 
CKBRC171,CUTE GANESH WITH FLUTE (BROWN),5.5", 1.06 
CKBRC172,CUTE GANESH MIRUDHANGAM (GOLD STONE),5", 0.95 
CKBRC173,CUTE GANESH DANCING  (GOLD STONE),5", 0.94 
CKBRC174,CUTE GANESH WITH FLUTE (GOLD STONE),5.5", 1.06 
CKBRC175,KAMADHENU (STONE FINISH),5", 0.91 
CKBRC176,NANDHI STANDING (GREEN),4", 0.5 
CKBRC179,KUBER (ORANGE STONE),4.5", 0.84 
CKBRC180,PUPPY GANESH WALL HANGING (GREEN),4", 0.58 
CKBRC181,ALULAI KRISHNA WALL HANGING (GREEN),4.5", 0.95 
CKBRC185,BUDDHA (GREEN STONE),4", 0.43 
CKBRC186,BUDDHA (GREEN STONE),3", 0.15 
CKBRC187,GANESH SLEEPING (GREEN),1.5", 0.14 
CKBRC188,SHIVA FACE (GREEN),3", 0.43 
CKBRC189,PUPPY GANESH (GOLD STONE),3.5", 0.6 
CKBRC190,FANCY PUPPY GANESH (BLUE),3.5", 0.52 
CKBRC191,HANUMAN STANDING (GOLD STONE),4", 0.29 
CKBRC192,MONK (GREEN),3.5", 0.33 
CKBRC194,RAT FAMILY (GREEN),2", 0.52 
CKBRC195,RAT FAMILY (GREEN),2", 0.52 
CKBRC196,MODERN ART THINKING (BLACK),4", 0.44 
CKBRC197,COW WITH CALF  (GOLD STONE),2", 0.34 
CKBRC198,SURYA RATHAM (GOLD STONE),2.5", 0.51 
CKBRC199,SWASTHIK GANESH WALL HANGING (STONE),8.5", 1.21 
CKBRC203,HAIR FORK WITH 4 PIN (GREEN) CKBR03JS,8", 0.12 
CKBRC205,NATARAJA ,47", 52.95 
CKBRC207,GANESH FINE ARCH,8.5", 2.53 
CKBRC208,LOTUS GANESHA,8", 3.18 
CKBRC209,BLESSING GANESH SPL,8", 2.1 
CKBRC210,LAKSHMI SPL,8", 1.84 
CKBRC211,SARASWATHI SPL,7.5", 1.72 
CKBRC212,ARUMUGAM MURUGAN WITH VALI DEVIYANAI ARCH,12", 6.8 
CKBRC213,VISHNU (BROWN),15", 5.18 
CKBRC214,LAKSHMI (BROWN),14.5", 4.81 
CKBRC216,NANDHI (GOLD STONE),8.5", 7.96 
CKBRC217,BALAJI WITH SRIDEVI BHUDEVI ARCH (GOLD & BLACK),15.5", 9.7 
CKBRC220,SADASHIVA FINE CKBR16DE (GREEN),22", 10.21 
CKBRC221,GANESH W/O BASE (BROWN),8.5", 3.81 
CKBRC222,COW WITH CALF (BROWN),10.5", 8.08 
CKBRC223,MURUGAN WITH PEACOCK (BROWN),9", 2.47 
CKBRC224,PEACOCK URLI (BROWN),8.5", 2.96 
CKBRC225,URLI (BROWN),6.5", 1.21 
CKBRC226,TIRUPATHI BALAJI FINE SPL,7", 1.29 
CKBRC227,SHANKAR HEAD MASK (BROWN),9", 1.43 
CKBRC228,PARVATHI HEAD MASK (BROWN),8.5", 1.55 
CKBRC229,SHANKAR HEAD MASK ,9", 1.47 
CKBRC230,PARVATHI HEAD MASK ,8.5", 1.61 
CKBRC231,PADMAVATHI THAIYAR SPL FINE,9", 2.45 
CKBRC233,HANUMAN HEAD FINE (BROWN),7.5", 2.68 
CKBRC234,MODERN GANESH (GRAY & GOLD),6.5", 2.38 
CKBRC235,SIDDI GANESH WITH M.HANDS FINE CKBR15DE,8", 3.15 
CKBRC238,SHANKAR HEAD (BROWN),6", 2.26 
CKBRC239,PARVATHI HEAD (BROWN),5.5", 1.52 
CKBRC240,UNJAL CHAIN SPL SET OF 4,72", 18.9 
CKBRC241,GAJASAMARA MURTHY (BROWN) CKBR16DE,11.5", 3.85 
CKBRC242,SARASWATHI ,5", 1.06 
CKBRC243,LAKSHMI ,5", 0.81 
CKBRC244,SARASWATHI ,5", 0.85 
CKBRC245,LAKSHMI (BROWN),5", 0.83 
CKBRC246,SARASWATHI (BROWN),5", 0.83 
CKBRC247,MAN RIDING CYCLE (GREEN),23", 19.53 
CKBRC248,LEAF STOOL CKBR19DE SPL FINE,18", 4.48 
CKBRC249,CHIN MUDRA (BROWN),12", 2.57 
CKBRC250,NATARAJA (BROWN & GOLD),28", 15.83 
CKBRC251,FLORAL DECORATION CKBR19DE SPL FINE,21.5", 6.91 
CKBRC252,LAKSHMI ARCH (BROWN) FINE,8.5", 2.52 
CKBRC253,COW WITH CALF (BROWN),6.5", 3.03 
CKBRC254,FLORAL DECORATION CIRCLE CKBR19DE SPL FINE ,11", 0.8 
CKBRC255,FLORAL DECORATION 2 LEAF CKBR19DE SPL FINE,10", 0.72 
CKBRC256,FLORAL DECORATION BOUQUET CKBR19DE SPL FINE,9.5", 0.88 
CKBRC257,FLORAL DECORATION PETAL CKBR19DE SPL FINE,9", 1.4 
CKBRC258,FLORAL DECORATION BUTTERFLY CKBR19DE SPL FINE,8", 0.36 
CKBRC259,BIRD BOWL CKBR19DE SPL FINE,3", 0.76 
CKBRC260,BIRD BOWL CKBR19DE SPL FINE,3.5", 0.7 
CKBRC261,KRISHNA FACE MASK SPL ,6", 0.86 
CKBRC263,VEL W/ STAND ,8", 0.2 
CKBRC264,TIRUPATHI BALAJI FINE SPL (BROWN),7", 1.29 
CKBRC265,GANESH URLI (BROWN),7.5", 1.65 
CKBRC266,DASAVATARAM (BROWN) CKBR12DE,6", 4.3 
CKBRC267,ASTHALAKSHMI SET SPL CKBR14DE (BROWN),3", 3.12 
CKBRC269,NAVAGRAHA SET SPL FINE CKBR14DE,5.5", 4.25 
CKBRC270,DANCING GANESH ,3.5", 0.2 
CKBRC272,ASTHALAKSHMI W/ STANDING LAKSHMI WOOD STAND S.FINE CKBR80SS,9", 1.68 
CKBRC274,GANESH LAKSHMI S.FINE CKBR22SS WOOD STAND,5", 0.58 
CKBRC275,COW WITH CALF S.FINE CKBR25SS WOOD STAND,5", 0.62 
CKBRC276,VEL SUPERFINE,6", 0.16 
CKBRC277,BUTTER KRISHANA SUPERFINE,3", 0.19 
CKBRC278,AARTHANARESWAR SUPERFINE,4.5", 0.15 
CKBRC279,RAJARAJAESHWARI SUPERFINE,4", 0.16 
CKBRC281,RANGANATHAR SUPERFINE,4", 0.31 
CKBRC286,RANGANATHAR SUPERFINE,2", 0.18 
CKBRC287,PEACOCK LAMP SUPERFINE ,4", 0.11 
CKBRC288,PEACOCK LAMP SUPERFINE ,4", 0.11 
CKBRC292,GANESHA SITTING (CHOCOLATE),13", 8.67 
CKBRC294,DANCING GANESH (GREEN),12", 3.88 
CKBRC295,RISHABADEVAR (GREEN) SPL,14.5", 3.97 
CKBRC296,AARTHNAREESWAR (GREEN),15", 3.95 
CKBRC297,AARTHNAREESWAR (GREEN),16.5", 5.24 
CKBRC298,AARTHNAREESWAR W/ ARCH (STONE FINISH),18", 6.25 
CKBRC299,AARTHNAREESWAR W/ ARCH (GREEN),18", 6.36 
CKBRC300,PARVATHI (GREEN),12.5", 2.7 
CKBRC301,AARTHNAREESWAR (GREEN),11", 2.27 
CKBRC302,PARVATHI BUST (GREEN),11.5", 4.92 
CKBRC303,FLYING HORSE (GREEN),11.5", 4.22 
CKBRC304,NATARAJA (GREEN),11.5", 3.3 
CKBRC306,NATARAJA OVAL ARCH SPL (COFFEE),17", 6.43 
CKBRC307,NATARAJA OVAL ARCH SPL (GREEN),17", 6.7 
CKBRC308,PARVATHI OVAL ARCH SPL (CHOCOLATE),17", 5.7 
CKBRC309,BOGASAKTHI (GREEN),14", 6.81 
CKBRC310,AARTHNAREESWAR (GREEN),26.5", 13.31 
CKBRC311,PARVATHI SPL (GREEN),24", 8.9 
CKBRC312,HARIHARAN (GREEN) SPL,21", 10.12 
CKBRC313,DASAVATARAM W/ RANGANATHAR LAMP,45", 7.25 
CKBRC314,RANGANATHAR LAMP,7.5", 4.9 
CKBRC315,ASTHALAKSHMI SOMBU SPL CKSA38BR,8", 1 
CKBRC316,ELEPHANT URLI SPL CKSA15BR,11", 1.43 
CKBRC317,ELEPHANT URLI SPL CKSA15BR,9", 0.91 
CKBRC318,ELEPHANT URLI SPL CKSA15BR,8", 0.71 
CKBRC319,ELEPHANT URLI SPL CKSA15BR,6", 0.5 
CKBRC320,ELEHANTH LEG BOWL CKSA15BR,8", 0.62 
CKBRC321,FRUIT BOWL CKSA15BR SPL,8", 0.55 
CKBRC322,FRUIT BOWL SPL CKSA16BR,7", 0.46 
CKBRC323,CARVING BOWL SPL CKSA16BR,8", 0.64 
CKBRC324,HAMMERED URLI SPL,10", 0.72 
CKBRC326,PARVATHI (CHOCOLATE),11.5", 2.69 
CKBRC327,AARTHNAREESWAR (CHOCOLATE),9", 1.29 
CKBRC328,NATARAJA (CHOCOLATE),8", 1.06 
CKBRC329,NATARAJA (CHOCOLATE),8", 1.18 
CKBRC330,DANCING GANESH (CHOCOLATE),6.5", 0.95 
CKBRC331,ADIYOGI (CHOCOLATE),4", 1.02 
CKBRC332,COW WITH CALF,4", 1.14 
CKBRC334,GAYATRI DEVI SPL,5", 1.35 
CKBRC336,TREE (CHOCOLATE),10", 1.77 
CKBRC337,GANESHA (S.W),8.5", 3.86 
CKBRC338,URLI (BLACK) CKSS14BR,25", 9.77 
CKBRC339,URLI (BLACK) CKSS14BR,30", 12.96 
CKBRC340,URLI (BLACK) CKSS14BR,36", 22.82 
CKBRC341,SPIDERMAN (RED),8", 2.73 
CKBRC342,PAVAIVILLAKU FINE SPL CKSA11BR,14.5", 3.65 
CKBRC343,PAVAIVILLAKU FINE SPL CKSA11BR,14.5", 3.65 
CKBRC344,PAVAIVILLAKU FINE ,23", 8.6 
CKBRC345,PAVAIVILLAKU FINE ,23", 8.6 
CKBRC346,ASTHALAKSHMI S.FINE SPL,8", 1.15 
CKBRC347,GANESH BELL,7", 0.48 
CKBRC348,NANDHI BELL SPL,6", 0.35 
CKBRC349,NANDHI BELL BIG,7.5", 0.81 
CKBRC350,PINNAL KUDAI SPL CKSW15BR,15", 4.68 
CKBRC351,COPPER LOTUS FLOWER SPL CKSW07BR,28", 2.52 
CKBRC352,TREE (GREEN),9.5", 1.11 
CKBRC353,TREE (GREEN),9.5", 1.11 
CKBRC354,GANESH BLESSING (S.W) ,5.5", 1.59 
CKBRC355,GANESH BLESSING (S.W) ,6", 1.7 
CKBRC356,NATARAJA (CHOCOLATE) CKBR12SS SPL,7.5", 0.69 
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
